0	0	0	0	0	0	
0	91.42792	0.01088	77.39004	84.04307	76.40279	
0.89822	90.98241	0.01088	100.34585	100.33665	90.32448	
1.14551	115.69281	0.01091	102.35036	102.34229	92.14623	
0.98349	99.3101	0.01089	103.40252	103.39459	93.10263	
0.84158	84.9722	0.01087	110.5733	110.56548	99.621	
0.8848	89.2805	0.01088	106.90445	106.89702	96.28584	
0.96513	97.41587	0.01089	105.22155	105.2139	94.7561	
0.79487	80.24249	0.01086	105.38357	105.37582	94.9034	
0.89582	90.43214	0.01088	112.30405	112.29636	101.19427	
0.97788	98.65879	0.01089	103.76687	103.75951	93.43371	
0.86564	87.39816	0.01088	105.29766	105.28982	94.82532	
1.01503	102.46665	0.01089	105.53491	105.52716	95.04097	
0.87478	88.30714	0.01088	90.72488	90.71706	81.57859	
0.69464	70.22928	0.01085	121.6589	121.65034	109.69839	
0.85668	86.37261	0.01087	116.58127	116.57445	105.0822	
0.83289	84.00351	0.01087	96.24468	96.2375	86.59595	
0.83457	84.3246	0.01087	113.59977	113.59151	102.37225	
0.91253	92.05599	0.01088	102.64421	102.63691	92.41318	
0.93988	94.90358	0.01089	107.44558	107.43769	96.77784	
0.99179	100.10243	0.01089	111.4526	111.44502	100.42025	
0.94394	95.24047	0.01089	106.33094	106.32355	95.7645	
0.96829	97.73927	0.01089	100.72704	100.71933	90.67054	
0.89401	90.28905	0.01088	95.19966	95.19156	85.64619	
0.78944	79.77335	0.01086	91.37832	91.36981	82.17268	
0.81788	82.68295	0.01087	112.05453	112.04592	100.96767	
0.9027	91.07558	0.01088	102.81893	102.81155	92.57202	
0.81145	81.93421	0.01087	110.33425	110.32639	99.4037	
0.85143	85.91499	0.01087	96.59589	96.58839	86.91526	
0.81736	82.58227	0.01087	95.74233	95.73396	86.13953	
0.7262	73.37869	0.01085	91.4493	91.44083	82.23719	
0.92123	93.12993	0.01088	90.83806	90.82928	81.68165	
1.10641	111.85926	0.0109	76.15362	76.14467	68.33392	
0.9136	92.55944	0.01088	93.81842	93.80833	84.39111	
0.80039	80.89187	0.01087	98.5987	98.59016	88.73603	
1.01704	102.73532	0.01089	108.72519	108.71706	97.94109	
0.83925	84.69692	0.01087	123.82065	123.81322	111.66319	
1.00852	101.66638	0.01089	93.08275	93.07591	83.7217	
0.9363	94.63622	0.01088	105.22637	105.21783	94.76068	
0.94895	95.79645	0.01089	104.95214	104.94439	94.51122	
0.89174	90.0237	0.01088	100.48956	100.48176	90.45468	
0.95566	96.51699	0.01089	102.51742	102.50936	92.29808	
0.91086	91.97432	0.01088	87.17355	87.16552	78.35051	
0.98403	99.53132	0.01089	91.84514	91.83602	82.59715	
0.90801	91.78971	0.01088	96.79765	96.78895	87.0989	
0.77061	77.85717	0.01086	101.50173	101.49341	91.37486	
0.65094	65.73503	0.01084	89.37862	89.37053	80.35489	
0.95637	96.707	0.01089	121.63305	121.62439	109.67492	
0.88567	89.29537	0.01088	110.38051	110.37365	99.44555	
0.90948	91.77171	0.01088	95.11848	95.11096	85.57229	
0.86157	87.06281	0.01088	111.6077	111.59935	100.56142	
0.8367	84.41929	0.01087	69.94052	69.93294	62.68643	
0.8161	82.77708	0.01087	80.68655	80.67562	72.45459	
0.69235	70.09257	0.01085	95.94974	95.94011	86.32837	
0.8807	88.9882	0.01088	108.58708	108.57876	97.81559	
0.80767	81.51075	0.01087	91.12985	91.12221	81.94666	
0.86746	87.69739	0.01088	97.96153	97.95278	88.15688	
0.92112	93.05204	0.01088	92.96924	92.96094	83.61878	
1.00851	101.93617	0.01089	86.41874	86.41004	77.66452	
0.84129	85.10276	0.01087	105.29627	105.28723	94.82436	
0.87228	88.05681	0.01088	106.77283	106.7651	96.16626	
0.82116	82.88489	0.01087	98.62476	98.61706	88.75954	
0.6582	66.48698	0.01084	100.46781	100.45961	90.43499	
0.93088	94.01469	0.01088	81.80177	81.79356	73.46772	
0.86606	87.66467	0.01088	88.76325	88.75364	79.79585	
0.98845	99.95828	0.01089	101.39752	101.38862	91.28028	
0.94421	95.35229	0.01089	95.15192	95.14387	85.60279	
0.90581	91.53284	0.01088	103.31853	103.31012	93.02639	
1.05228	106.24636	0.0109	89.01227	89.00429	80.02186	
0.68456	69.22525	0.01084	91.72728	91.71831	82.48998	
0.91575	92.57296	0.01088	109.01386	109.00526	98.20362	
1.06777	107.75679	0.0109	95.85267	95.84508	86.23968	
0.77337	78.14349	0.01086	97.82652	97.81811	88.03408	
0.85292	86.16398	0.01087	87.4855	87.47716	78.63412	
0.94369	95.44746	0.01089	113.43923	113.43034	102.22649	
0.95099	95.93783	0.01089	114.39252	114.38528	103.09265	
1.07731	108.6726	0.0109	111.29518	111.28798	100.27707	
1.02389	103.3086	0.01089	95.95866	95.95121	86.33601	
1.05659	106.76008	0.0109	89.0914	89.08293	80.09388	
0.82345	83.26916	0.01087	111.1406	111.13181	100.13693	
0.88319	89.11385	0.01088	78.24837	78.2408	70.23772	
0.88764	89.89838	0.01088	113.21521	113.20556	102.0231	
0.87319	88.09023	0.01088	101.34663	101.33931	91.23368	
0.91798	92.70425	0.01088	92.46679	92.45872	83.16201	
0.9178	92.77255	0.01088	99.6768	99.66817	89.71605	
1.05714	106.77439	0.0109	100.80608	100.79795	90.74247	
0.72798	73.51981	0.01085	110.73687	110.72889	99.76973	
0.86766	87.5499	0.01088	94.63848	94.63098	85.13596	
0.81376	82.23617	0.01087	114.52765	114.51929	103.21575	
1.09414	110.36962	0.0109	89.90153	89.89422	80.83008	
0.84801	85.74393	0.01087	99.53613	99.52731	89.58823	
0.91797	92.7197	0.01088	108.38682	108.37875	97.63349	
0.94885	95.75997	0.01089	99.03089	99.02329	89.1287	
0.91641	92.56616	0.01088	93.45637	93.44815	84.06156	
0.95885	96.91069	0.01089	101.61552	101.60698	91.47836	
0.85677	86.52027	0.01087	96.41947	96.41144	86.75499	
0.91154	92.09986	0.01088	99.68678	99.67843	89.72507	
0.60968	61.57996	0.01082	110.9104	110.90235	99.92748	
1.0291	103.83809	0.0109	87.563	87.55548	78.70443	
0.98028	99.14771	0.01089	90.19332	90.18422	81.09565	
0.90102	91.10114	0.01088	120.29883	120.29021	108.46204	
0.99144	99.96803	0.01089	100.0563	100.04933	90.06069	
1.04645	105.69046	0.0109	108.81499	108.80695	98.0227	
0.85589	86.37528	0.01087	102.48434	102.47679	92.26792	
1.05127	106.15239	0.0109	81.40017	81.39209	73.10266	
0.98322	99.53001	0.01089	90.4547	90.44508	81.33337	
0.97277	98.35198	0.01089	110.13129	110.1226	99.21942	
0.79621	80.34351	0.01086	99.72978	99.72228	89.76398	
0.93373	94.30967	0.01088	96.67995	96.6718	86.99179	
0.91909	92.85922	0.01088	105.52386	105.51558	95.03105	
0.90047	90.90053	0.01088	112.40684	112.39916	101.2877	
0.8718	87.95606	0.01088	90.16362	90.15619	81.06833	
0.82306	83.21921	0.01087	126.75297	126.74441	114.32912	
0.92775	93.50679	0.01088	95.43505	95.42836	85.85992	
0.77564	78.37651	0.01086	77.50602	77.49743	69.56312	
0.73026	73.96837	0.01085	102.77265	102.76281	92.53056	
0.78463	79.22631	0.01086	103.43672	103.42881	93.13371	
0.91489	92.37342	0.01088	106.44617	106.43832	95.86934	
1.0086	101.80725	0.01089	93.372	93.36425	83.98478	
0.96897	97.9347	0.01089	99.39537	99.3868	89.46021	
1.00593	101.60507	0.01089	100.88604	100.8779	90.81516	
0.85832	86.6823	0.01087	93.99143	93.98334	84.54791	
0.90043	91.00119	0.01088	84.30175	84.2931	75.74021	
0.86501	87.52694	0.01088	95.97051	95.9612	86.34717	
1.01872	102.93352	0.01089	105.72779	105.71945	95.21643	
0.98839	99.77409	0.01089	89.85228	89.84446	80.78539	
0.91141	92.15491	0.01088	96.09657	96.08771	86.46165	
1.03716	104.79524	0.0109	93.88183	93.87342	84.44835	
0.73973	74.76136	0.01085	93.93209	93.92351	84.49406	
0.79732	80.58103	0.01087	104.37346	104.36497	93.98536	
0.9232	93.20429	0.01088	87.88941	87.8815	79.00119	
0.73646	74.48363	0.01085	103.81795	103.80901	93.48051	
0.90382	91.25219	0.01088	105.0296	105.02177	94.58165	
0.86739	87.56456	0.01088	104.44523	104.43746	94.05043	
0.91333	92.20731	0.01088	95.11338	95.10552	85.56772	
