X12	X36	X8	X29	X47	X26	X5	X32	X3	X9	X40	X14	X30	X10	X43	X16	X45	X6	X2	X37	X33	X27	X31	X15	X24	X22	X4	X41	X18	X19	X23	X28	X46	X11	X38	X42	X44	X25	X49	X39	X7	X34	X17	X48	X35	X50	X21	X13	X20	X1
2	-0.5690	0	-1.7749	0	0	0.7370	-1.9684	-1.0748	1.6999	2.7371	-1.1509	0	2	2	-1.8477	1	-1.2916	0.5742	0.6076	0	1.0391	-1.0175	2	1	1	-0.4300	2	2	1.4983	2	0	1	-1.3486	2	4.2751	2	0	2	1.3148	2	0.7912	-2.6355	1	-0.4702	-0.1528	0.2847	1	0	1.4773
0	-1.4984	2	-1.7104	0	0	-0.0849	1.3813	3.4388	-3.4023	2.9860	0.8876	0	1	0	-1.4060	0	-0.5042	-0.5256	3.0139	2	1.0113	-0.6696	0	2	0	-1.8091	0	2	6.6298	2	0	1	2.2481	0	-0.0931	2	1	2	-2.8298	2	-0.2544	2.8628	0	-1.0489	0.7449	-1.0854	0	2	0.3058
2	-0.5045	2	-0.7646	0	0	-1.3818	-0.9988	1.1222	-0.6470	-1.4105	0.5866	1	2	0	1.1561	0	-0.7814	0.1106	1.7607	0	-0.9094	1.8355	0	0	1	0.2098	0	1	-0.7810	2	0	2	2.6410	1	-3.6304	0	2	0	-1.2231	2	-2.3526	2.2034	0	-1.1206	2.4476	-2.1184	0	0	1.4262
0	2.4121	0	-1.0290	2	1	-0.1479	-1.3865	0.3969	3.1649	-4.3327	0.1417	2	0	2	0.4044	1	3.2830	0.0626	0.4153	0	-0.9392	-0.8746	2	1	2	0.7169	0	1	1.4511	1	2	0	-0.4405	1	3.9489	2	2	2	1.0361	1	1.2547	-2.5342	2	4.7209	-1.1382	0.7019	2	0	0.9428
1	-0.1682	0	-0.9278	0	2	-0.5675	-0.0608	-2.4115	-6.4956	-4.1388	-1.1054	1	0	1	1.2525	2	0.1985	-5.6798	-3.1734	0	-1.1284	1.4265	1	1	1	5.2763	1	1	-1.6523	2	0	2	2.8575	2	1.3816	1	2	2	0.9701	1	-2.2978	-1.3958	2	0.8998	2.6054	-1.5698	2	2	0.0170
2	-0.3999	2	-0.4765	2	0	-0.5700	0.1293	0.8830	2.0035	4.7644	-0.8099	1	2	2	-0.9489	1	0.2601	1.6740	0.0008	2	-0.6154	-4.6497	2	1	0	-2.0105	1	1	-1.3699	1	1	0	-1.2048	0	0.3814	2	0	1	0.3838	0	0.5235	0.0732	0	0.2566	-0.9298	0.8793	0	2	2.1742
0	-3.0869	1	0.5372	1	2	-0.7837	3.3636	-0.4361	-0.7162	5.3981	1.0671	1	0	0	-0.3802	0	0.0886	-1.5266	0.1861	2	1.2452	0.0947	1	1	1	3.0554	2	0	-2.3031	1	2	1	3.2258	2	1.9556	0	1	0	0.0851	1	-1.4758	-1.4167	1	-3.2450	0.3088	1.9065	1	0	0.6733
0	-1.1567	2	-0.2396	1	0	-2.8238	1.2203	0.2173	-2.8810	2.1136	1.4486	1	1	0	-0.7798	0	-0.3191	0.8882	3.7076	1	-0.2643	2.0824	1	1	1	-1.4267	2	0	2.9431	2	2	1	1.8330	2	0.8818	1	0	2	-1.4702	1	-2.8826	-1.3436	1	-0.4815	1.6704	0.5145	2	0	0.5362
1	2.2976	0	-0.0348	0	0	-0.6309	-0.4937	-0.5276	1.1461	-0.7547	-0.1595	0	0	2	-1.6464	1	3.2830	0.9314	1.8916	0	-1.9074	-0.5759	2	2	2	-0.8048	0	0	-0.1459	0	2	2	-4.0363	0	-5.1516	0	0	0	-0.7313	2	-2.1554	3.4691	1	4.1659	0.9922	0.1991	0	2	0.3443
1	0.4422	0	-0.5831	2	0	-0.1159	-0.2581	-2.4176	0.1070	-2.0784	-2.9093	0	0	2	0.4922	0	-0.3536	-1.9000	1.4338	1	2.9384	0.2125	1	2	0	1.5081	0	2	-1.6310	1	0	1	-1.4481	2	-0.4452	0	2	0	0.3913	2	0.6940	0.7549	0	2.8735	0.8000	-0.6962	0	2	-1.9682
2	-0.8582	0	-1.4166	1	0	-1.7359	-0.6539	0.1030	2.7992	-3.4399	-1.2817	0	2	1	0.7991	0	-0.8975	-1.5126	-0.6270	2	0.4143	2.9961	1	2	1	0.3893	0	2	-0.6152	1	1	1	2.0797	2	1.3890	0	2	0	0.8410	1	-3.1188	-0.5355	0	0.2037	-0.6333	-0.4587	2	0	1.2924
0	-0.7496	2	0.0444	1	1	-0.3479	0.4170	1.0219	-3.6948	0.1193	0.0272	2	0	0	0.9881	0	-1.1064	1.7742	-0.0759	1	-1.5589	0.7720	1	1	0	-2.6146	0	1	4.2455	0	2	1	0.0980	1	2.1315	0	0	0	0.3459	1	-2.9333	-1.2578	2	-0.7830	0.9252	-2.7673	0	1	0.0866
2	-3.2849	0	-0.4348	0	1	1.6479	1.1124	-0.5054	1.0733	-0.9531	-3.0949	0	0	1	0.7479	2	-1.3106	-1.1788	0.1308	0	2.8526	1.1163	1	0	0	0.8359	2	2	1.3806	0	1	1	1.1165	2	-4.1058	0	0	0	0.4617	1	0.0033	0.6418	2	-1.9009	-0.7715	-0.9204	0	1	-1.2738
2	1.1804	2	-1.7319	1	1	-1.3612	1.1012	-0.0838	5.1925	-2.2266	2.6987	2	1	2	-0.2209	1	0.6028	0.8387	0.0997	1	-1.3441	-2.0881	2	0	1	0.9921	0	2	-3.8263	0	2	0	1.0589	1	1.4973	2	0	2	-0.0442	0	-2.1768	-0.6440	1	1.8236	-3.9599	-4.8506	0	2	0.7473
