X11	X22	X40	X43	X15	X17	X27	X25	X10	X12	X41	X32	X7	X20	X9	X42	X47	X28	X6	X16	X34	X37	X24	X39	X29	X33	X23	X30	X36	X18	X5	X35	X46	X38	X50	X19	X26	X48	X8	X14	X31	X13	X4	X44	X21	X49	X45	X3	X1	X2
-0.3280	1	-0.3622	0	0	-0.8941	-0.4993	2	0	0	1	-0.1689	1	1	-2.9762	2.8787	2	0	-3.3794	-3.4946	-1.0972	0.7514	1	1.2683	1.2397	2	1	0	-1.3514	0	0.8433	4.0214	1	1	1.8086	1.0121	0	1	0	0.1886	-0.0146	2	-1.9715	2	1.3506	0	0	-1.1444	-3.0143	1.4781
-1.3649	2	1.2696	2	0	-2.4236	1.6922	1	2	0	1	-0.6067	0	1	-0.5761	-1.5200	1	0	-0.8952	1.0258	-1.1593	1.0150	2	-0.6712	-2.6064	0	0	0	-3.2746	1	-2.5895	-0.7461	0	0	2.0302	-0.6808	1	2	1	2.4945	0.5077	0	-0.9433	2	-0.2549	0	0	-2.5960	-0.4045	-2.0490
-0.6041	1	0.8694	1	1	-0.4198	-1.3786	1	1	2	1	-0.7184	0	2	2.1125	0.4277	0	0	0.2894	1.9492	-0.5700	0.0058	2	-0.0719	-0.2012	2	0	2	-1.1800	2	0.6078	-0.7402	1	0	-1.7022	6.9351	0	1	2	-0.7491	0.8090	1	-0.7523	2	0.6078	1	1	-1.9858	-1.3598	1.0295
1.5979	1	1.2988	0	2	-1.6818	-1.5433	0	2	2	0	3.0017	0	0	0.9354	0.4069	2	2	-3.0041	1.9351	0.3170	1.0404	1	-1.4343	-0.2136	1	2	0	0.9586	2	-0.6117	-1.8619	2	1	-1.7934	1.0039	0	0	1	0.1088	0.4725	1	-1.3579	1	-2.0116	2	0	-0.5176	0.4782	0.3123
1.0196	2	2.0435	2	1	-0.2026	0.1748	1	2	2	0	0.9854	0	0	-0.5965	-0.2432	1	1	2.9523	2.4141	0.8906	0.8049	2	-1.4309	1.8486	0	2	0	-4.0408	2	-1.7179	-3.3828	0	0	-5.1735	-0.5945	2	1	1	-0.1672	-1.9368	2	2.5362	2	-2.3405	2	2	1.4840	-0.1276	-1.2696
1.3011	2	3.1073	1	0	-1.4229	1.2052	2	2	0	2	0.9280	2	0	-2.7873	-0.4001	2	0	0.7554	-1.4243	-1.1866	-0.4208	1	0.1584	1.1317	1	2	1	-2.5393	0	1.1664	1.8364	0	2	1.5137	-2.5195	0	0	0	-0.5800	-0.1214	2	3.5955	2	1.4163	1	0	0.6490	-2.3550	-1.0196
2.5721	0	1.0714	0	1	0.1525	0.8342	2	2	2	1	-0.9745	0	0	0.4977	2.0983	0	2	-0.7321	0.3610	-0.0333	0.7099	1	2.2580	2.0356	0	1	1	0.5341	1	0.8298	-0.7746	0	1	-1.7709	-1.1937	1	0	2	2.4771	-0.8720	1	2.2567	2	-1.1094	2	2	0.3283	-1.5647	-0.4446
1.3187	1	0.7672	2	2	1.7179	-1.5691	2	0	1	1	-0.5763	0	1	-4.0915	-2.0937	1	2	-1.3540	3.2241	-0.2443	1.8289	0	0.5409	-1.7774	2	0	0	-0.3156	2	0.1788	-2.8939	2	1	-2.0563	-0.5576	1	1	1	-0.8970	1.2680	0	-2.3656	0	-0.4386	0	0	-0.3504	0.2539	2.1139
-2.0326	0	-2.3941	0	0	1.5366	-2.0536	2	2	2	2	0.5534	2	1	-0.2650	3.0350	0	0	-2.3618	-3.6743	-1.0626	2.6456	1	1.9170	2.1428	1	2	2	0.1633	0	3.2876	-0.4690	1	2	-2.9608	-1.2410	0	2	2	0.1516	1.4290	2	-1.7899	2	0.7874	1	0	0.0506	-0.4226	-0.0308
-2.6273	0	-0.0024	2	2	-0.4544	-1.4702	2	0	2	1	1.4172	0	1	0.7105	2.1692	1	1	0.7561	3.0321	-0.9700	0.4616	2	2.5475	1.8217	1	2	0	-2.3328	0	2.4095	0.9179	1	2	0.0149	0.7064	0	1	1	-1.5157	-0.4667	1	-2.7673	0	-0.6861	2	0	-0.9315	-1.6636	2.5209
0.4303	2	-0.5671	1	2	-0.1730	-1.3056	1	1	0	2	-0.2731	2	2	0.0948	-0.3587	1	2	4.5491	1.8516	0.1604	0.1509	0	-1.7879	0.3727	1	1	0	0.9202	0	-0.2781	-1.1636	1	1	-0.8872	2.1485	0	0	2	-1.6186	-0.0707	1	2.8747	0	-2.5479	0	2	1.5694	0.5770	0.6147
-0.7851	2	-1.5339	0	1	-1.3225	-3.0998	1	0	1	1	-0.1461	1	0	1.4711	4.1921	2	0	-2.3970	-2.0373	0.8425	4.4354	2	-1.1396	1.8854	1	0	0	-0.0424	0	0.3756	1.2080	0	2	-1.0801	2.8112	1	1	0	2.0645	0.5760	2	-1.4370	2	0.7542	2	0	-1.4236	0.1167	-0.7402
0.6357	0	-0.8497	0	0	-1.2189	-1.2490	2	2	0	1	1.3853	1	2	1.2553	0.9027	2	1	-2.9939	-1.0375	2.9053	-0.5914	2	-0.9702	-1.3376	0	0	1	0.7026	0	-1.5412	4.4154	1	0	4.6326	-3.0684	0	1	2	-0.0562	-0.3460	2	-0.0264	0	1.3117	1	1	-0.4641	-1.1415	-0.1104
