X21	X48	X9	X17	X1	X29	X14	X27	X40	X5	X10	X30	X34	X26	X38	X33	X35	X41	X46	X50	X19	X44	X4	X20	X18	X49	X39	X42	X16	X36	X13	X15	X47	X12	X7	X31	X6	X22	X11	X25	X43	X2	X8	X28	X37	X32	X3	X23	X45	X24
0.0511	1	-0.3807	-0.3065	0.8848	0.7871	-0.3069	3.2977	-0.8770	0.4143	0	2	3.0498	1	2	0	-1.8262	2	1	-2.2966	-0.2902	2	-0.6607	2	0	2	-2.5926	-0.7708	1.3474	-1.6324	1	1	0	0	1	-2.5010	0.9648	1	0.7145	0	0	-2.5006	1	2	-0.8517	0.3329	3.9908	0	2	2
-1.7223	1	0.1658	1.5320	-1.4034	2.0184	-0.0624	-1.0775	-1.4134	0.6567	1	1	0.0966	0	2	0	-3.8806	2	0	2.1807	-1.0757	0	1.6468	0	2	1	0.7558	2.1921	-1.5299	-1.0180	0	1	1	1	2	-1.4555	0.0791	0	2.6239	1	2	-0.1595	0	2	1.6713	0.7414	0.1680	0	2	2
-1.4231	1	1.0982	5.9492	-1.5504	1.2391	-0.8068	2.9293	0.3763	3.6963	1	0	0.8967	0	0	1	-2.0296	1	2	-0.0329	-1.8297	2	1.2762	0	2	1	-3.0574	-0.3864	-1.7026	-0.3245	1	1	0	1	1	-0.5385	2.8221	1	0.7624	2	2	-0.7031	2	1	-0.2148	2.2807	2.6566	0	1	0
2.8329	1	-0.3403	3.0456	-0.8982	-2.0710	1.4397	3.5236	-0.9998	0.9798	2	2	-0.6747	0	1	0	-0.0739	2	0	1.1450	-2.5003	0	0.5925	1	2	1	-0.4679	2.7773	-2.3341	1.0881	0	2	0	1	1	-1.4837	0.5237	0	-1.5801	0	1	0.8380	1	2	0.5292	0.6590	0.7742	0	1	1
-0.0106	2	-0.5309	-0.0423	1.3091	-5.2532	1.0228	-2.9623	0.5669	-0.3625	2	2	-0.4802	1	1	0	0.6128	1	1	-0.3130	2.1833	0	0.4007	0	0	1	0.3971	1.0333	1.3691	0.1235	1	1	1	1	2	0.6216	-0.7423	0	-1.4169	0	2	-1.5470	1	0	0.4961	-2.6304	0.6364	1	1	1
1.3849	2	0.3386	-1.7978	-2.5678	1.9706	0.3190	-0.4015	0.3557	-0.7750	1	1	-2.4544	1	2	0	1.1218	1	2	0.7486	-0.5479	2	-0.3484	0	1	2	2.0973	7.0554	0.2477	1.1573	2	2	1	1	1	0.1975	-2.4724	2	-1.1063	1	1	-0.4490	0	1	-0.6240	-0.7255	-1.0142	2	1	0
2.5708	1	-2.0695	1.9630	-1.3184	-0.3954	-0.6998	2.0537	-1.9028	2.5431	2	1	2.9961	0	2	0	-1.0255	2	0	-6.2743	0.4530	2	2.2704	2	1	2	-1.6930	0.4568	-0.1919	1.0296	0	2	2	2	1	2.4396	3.1320	1	0.1494	0	0	1.3091	2	1	1.2928	-0.3785	-0.6134	1	0	0
-1.1806	0	1.0455	-1.9137	-1.0194	-6.3091	-0.8884	-2.5756	-0.0422	-1.3503	1	1	0.0170	1	2	1	0.7833	1	2	0.4603	0.7503	1	-0.2465	0	0	2	5.4261	-1.4352	-1.0707	0.4769	1	2	0	0	2	-0.1631	-3.2730	1	-0.9937	2	2	-0.4904	0	2	-0.4886	-1.3372	-2.5461	2	1	1
-0.3841	0	-0.6132	-0.6860	0.8068	-3.3148	0.5682	-1.5415	0.8395	1.7012	2	1	-0.2197	1	0	2	-1.1318	1	2	2.3131	-0.3358	2	-1.8264	2	1	0	0.3910	-2.5137	-0.4296	-1.0656	0	0	0	2	0	-1.0034	-2.6091	0	-0.5498	2	2	0.3452	0	0	0.3359	-1.2221	-1.7788	2	2	1
0.1959	0	0.2706	1.5124	1.0159	0.8658	0.8950	-0.7809	-1.9132	-1.5720	2	2	-2.3839	0	0	1	-1.3640	0	1	3.5797	0.8969	1	-0.2343	2	2	1	1.2072	1.4365	-1.1944	0.0112	0	1	1	2	0	-0.6270	0.1849	1	-0.9686	0	2	-0.6787	2	2	2.9986	-0.1637	-2.0453	0	0	0
