X48	X27	X16	X12	X33	X34	X30	X20	X43	X26	X41	X44	X14	X40	X29	X28	X25	X37	X49	X46	X6	X13	X39	X50	X32	X19	X7	X31	X1	X18	X38	X8	X35	X9	X22	X23	X4	X21	X3	X15	X10	X47	X5	X36	X11	X2	X42	X45	X24	X17
0	1.6582	-2.7252	2	0	-4.0829	1	0	0	1	0	1	-1.2240	-0.8148	-2.7888	1	2	-2.5947	0	1	-0.2878	0	-1.9287	-0.5591	1.9623	-4.3474	0	1.2595	0.2772	2	0	2	-2.1266	-0.9160	0	1	-0.6736	3.7062	3.4250	0	2	1	2.9176	-0.9655	0.3451	1.5579	1.6068	1	0	0.3481
0	0.9585	-0.3012	1	0	-0.4053	2	1	2	1	2	0	-0.2941	-1.7008	0.0564	0	0	2.1911	2	1	-0.8386	1	-1.8409	1.2959	1.4944	1.1406	0	-2.4951	1.5646	1	2	2	0.3181	3.6577	0	0	-0.1792	-1.1721	-1.1926	0	0	2	0.6730	-1.5423	0.0048	0.4178	0.9702	1	0	0.0503
1	0.9066	2.2026	2	2	-1.0987	2	1	0	1	2	0	0.6873	1.5015	1.8798	2	1	-7.7890	0	0	2.2873	0	0.4627	-2.9997	4.8662	0.6412	1	-2.4884	-2.7504	2	0	0	3.3760	0.2091	0	0	-2.9073	1.0747	0.2609	2	1	0	0.7148	-0.9575	0.1897	-0.6148	-2.1665	2	1	2.1560
1	-1.3032	-1.7944	2	0	-1.3023	1	1	1	0	0	1	-0.8812	2.5467	1.0719	2	1	-4.1220	0	1	0.3924	1	1.8675	-0.0992	1.2824	1.3658	1	-3.0597	-2.4878	2	1	0	1.9775	-0.9686	1	0	0.5151	3.0452	-0.8991	1	2	0	2.9823	1.0581	-0.0091	0.2597	0.8767	2	2	1.4726
0	0.6110	-2.4239	2	1	-0.6022	2	2	2	0	1	2	0.6573	-0.6903	2.0696	2	2	2.5199	2	1	-1.9806	1	-1.2802	0.4467	-1.5701	1.3030	0	-2.7982	0.4781	1	2	0	2.1533	0.6326	0	1	-0.8565	2.9029	1.5691	2	0	2	1.5535	2.5978	1.6181	0.2907	1.6785	2	2	0.2450
0	-0.0739	0.5472	0	2	-1.9972	0	0	1	2	1	0	-0.2806	3.3823	1.2633	1	0	0.1457	1	2	-2.1559	1	1.3982	1.1969	0.3314	0.5517	1	-0.1150	0.7143	1	1	2	0.9722	1.1186	2	2	0.3005	-0.8871	-0.9071	1	1	2	0.4680	-4.1634	0.5458	-1.3768	-3.1115	1	2	-3.0918
1	-1.7402	-0.0819	1	1	-0.1805	2	0	0	1	2	0	0.0908	2.3287	-1.0592	1	1	9.3835	0	1	-2.2385	0	-0.9955	-0.6926	-3.6892	2.0223	1	-1.0264	1.9854	2	1	0	1.2153	-0.8381	0	2	0.9456	1.6357	-2.3699	0	2	2	0.6692	-1.8718	-0.3824	0.4041	0.8566	2	0	-0.0124
0	-2.2390	-0.2486	1	0	-3.0454	0	1	1	0	2	0	0.2072	-1.1704	1.8497	0	2	-0.7198	2	0	-3.1358	2	1.9223	1.6117	-0.2470	0.7371	1	0.5251	0.5486	0	1	2	-2.3948	0.0174	0	1	0.4926	1.9693	-0.0045	2	2	1	1.7897	-1.9241	2.5612	2.3256	2.1547	2	1	-1.8080
1	2.1004	0.4756	2	1	0.9150	1	0	0	2	1	1	-0.9599	0.2381	-0.1657	1	1	1.1023	2	1	-1.2898	2	-2.2992	0.2547	-1.9521	-1.8746	2	-3.3193	0.6577	0	1	0	1.5533	-0.4779	1	1	2.8049	0.4833	1.1410	1	0	2	-0.6852	4.9628	-0.3764	1.0139	2.0571	0	2	-0.5108
1	1.0108	0.6147	2	2	-0.0499	2	1	1	0	0	0	0.7824	-0.6529	-1.7857	2	1	-3.5757	1	1	0.6965	2	2.5259	-1.7798	-1.1052	-0.4334	1	-1.7528	-3.3838	1	2	1	0.3414	1.9683	2	2	-2.5191	-2.3079	0.3551	0	1	1	-0.6236	-0.4072	2.1700	0.0672	-0.8910	0	1	0.4845
0	0.0153	-0.6708	2	1	1.3734	2	1	1	1	0	1	1.5132	-0.9144	-2.6281	0	2	5.1613	2	0	-0.0105	1	-0.4424	1.4610	-1.9034	0.9027	2	0.7514	-0.1127	1	2	2	-0.2172	0.0561	2	0	-0.0172	-2.5779	2.1672	1	0	2	-2.7687	-1.3947	-1.5097	0.4817	4.2955	2	0	-0.8741
0	0.0167	1.5392	2	0	1.3393	2	0	0	0	0	1	-0.7213	0.2737	3.3556	0	2	-1.4058	1	1	1.3904	1	1.8116	-1.6654	-1.5002	-1.0798	1	-6.2415	-0.1287	2	1	2	4.1341	3.3822	1	1	-0.8522	-2.7316	0.6157	0	2	2	-1.8788	-1.2712	1.2414	-0.0529	-0.6904	0	0	2.9804
1	1.7405	0.4665	1	1	-2.9736	1	1	2	1	2	1	-1.2800	-2.5012	3.5770	1	0	0.9032	2	2	-0.4739	2	-2.0951	1.4024	0.8313	-1.7730	0	-1.9964	0.8542	2	1	2	1.0128	2.1851	0	2	-2.7376	2.8615	0.3553	2	0	2	1.4068	-0.9691	0.7957	0.9479	4.0247	1	0	0.1518
2	0.3746	-1.4139	0	1	0.0068	1	0	0	0	0	1	-0.5806	1.1199	-0.0291	1	2	-1.9913	1	1	1.3377	2	-0.0132	-2.4300	-0.2261	1.0720	1	1.2553	0.2748	2	0	1	-2.3663	-0.6209	0	2	-0.6248	-1.6367	1.5963	1	1	0	-2.0870	0.2014	-1.5636	1.0754	1.4012	2	1	-1.5985
