X2	X26	X46	X16	X50	X15	X27	X23	X31	X19	X42	X29	X35	X8	X7	X38	X14	X47	X9	X10	X33	X34	X20	X6	X22	X36	X1	X17	X13	X49	X24	X4	X21	X5	X39	X11	X25	X48	X41	X43	X18	X12	X40	X45	X3	X28	X44	X37	X32	X30
-0.8630	1	2	-2.7927	-4.2180	2	0.3939	2	0.6758	3.2034	-0.6862	-3.1911	-1.1490	2	0	0	1.5719	0	3.9374	2	1	0.5144	1	3.1584	0	1.5569	-0.4322	-1.0583	2	0	1	-1.4817	-0.1953	-0.6366	-1.5381	1.7969	2	1	2	2	2	1	-1.1548	1	-1.2492	2	2	-0.9870	3.4334	0
0.1308	0	2	-1.4306	-2.6818	1	1.5646	2	0.3465	1.0171	1.5183	0.0879	-0.3826	1	1	1	1.5063	0	0.0190	0	0	0.4013	1	-0.8704	0	0.3094	-1.8396	0.3393	2	2	0	-0.0946	-0.0081	3.1338	0.5477	-0.6058	1	2	2	1	0	1	-0.3184	0	0.7650	1	1	0.7862	1.0322	0
0.1143	1	2	1.7198	0.6042	0	-1.1577	1	2.2579	0.6134	-0.7584	-1.9754	-1.5226	0	2	2	1.2952	2	1.1173	2	1	-0.9023	0	5.2994	1	-1.3229	-0.0268	-1.4207	0	1	2	-1.9233	1.4263	1.2355	-0.0323	-0.1068	0	1	0	0	1	2	-1.9123	2	0.3958	0	0	-1.6074	-0.7975	1
1.3999	2	0	-1.6792	-4.8519	0	0.4801	2	-3.2294	-0.3493	0.9062	-1.7030	4.1144	1	0	0	-2.8493	1	0.3467	2	1	-2.1344	0	-2.0638	0	-0.8728	-0.0114	-3.2565	2	2	0	-3.1296	1.4632	0.9191	-0.6122	0.3600	1	1	0	1	0	1	4.6311	1	-0.4151	1	1	-0.4562	-2.2889	0
-1.2820	1	1	0.9023	0.6261	2	-0.1916	2	0.7438	-1.5468	-2.0546	0.0094	-2.6281	0	1	1	-0.7001	0	0.8356	1	2	-2.9885	1	2.2956	0	-2.2358	0.7669	2.0991	1	2	2	2.2469	-2.7434	-0.7701	1.9587	-0.8110	2	2	1	1	2	0	-0.9685	0	1.5166	0	0	-0.8710	-0.4082	2
1.4138	0	1	-0.3157	-0.0789	2	-1.0170	0	-1.0500	-1.5940	-0.2715	2.2877	-1.0816	0	1	2	0.0656	0	-0.9097	2	0	-3.9289	1	-0.2312	2	-0.2965	1.1231	1.5327	1	1	2	-0.2856	-0.4797	2.0522	0.7543	-0.3820	1	1	1	0	1	0	-0.2769	1	0.0395	2	1	-2.2627	-0.7802	1
0.4651	0	1	0.6222	1.1722	1	-1.5842	0	-0.3070	1.1527	-0.3021	3.4030	1.5977	2	0	2	-0.2066	1	-2.0617	2	2	-2.1051	0	2.4371	1	0.0103	0.1382	-0.0307	0	2	1	-1.0375	0.6019	2.9599	-0.5093	-0.7518	1	0	1	0	0	1	3.0432	0	0.9856	1	0	-1.1086	0.3303	0
1.4411	1	2	1.6897	3.2715	2	-1.0597	2	-1.2382	1.5532	1.8809	-0.4686	0.9168	2	1	0	3.3146	1	2.8072	0	0	0.1417	1	2.4110	0	0.9266	0.1967	-0.9646	2	1	0	3.7662	-1.2706	-0.5185	0.0725	-0.1516	2	0	0	2	0	2	-0.8989	1	-2.4155	2	1	0.4739	-1.8761	2
1.0036	0	2	1.5197	2.1464	1	-1.5071	1	-1.1609	-2.6395	-1.4408	0.0024	2.4702	2	0	2	0.9284	2	0.3633	2	2	-1.3492	0	0.7575	0	-0.7804	1.0766	-0.6562	1	1	0	-0.7364	-0.6984	1.4623	0.9140	-0.8247	0	1	0	1	2	2	0.6706	1	-2.7393	1	0	-3.0682	-0.5785	1
0.5012	1	0	-0.3574	-1.5406	1	1.3932	0	0.7198	0.4824	1.1613	-0.1120	-1.4627	0	1	0	-2.1906	0	0.5050	2	0	2.8651	2	-2.4000	1	-1.3271	-0.8390	-2.0005	0	0	0	1.7674	-2.3852	0.1639	-2.1937	2.1508	2	0	2	2	1	1	-1.3064	0	1.3642	0	1	2.9603	-0.2200	2
