X34	X3	X37	X27	X10	X36	X49	X45	X33	X42	X44	X4	X29	X35	X31	X21	X23	X20	X8	X1	X50	X40	X11	X47	X41	X28	X19	X12	X16	X24	X46	X5	X17	X25	X9	X22	X14	X38	X32	X18	X15	X6	X43	X39	X48	X13	X30	X7	X26	X2
-1.9030	0.1757	-0.7069	-0.9895	1	1.7408	2	0	1	2.0494	0	-1.4107	-2.8676	1.4265	0.3421	2.0870	0	2	2	-0.2593	0.9578	-0.5238	0.8226	1	1	1	2.0892	0	-1.0999	1	0	1.4030	-0.0523	1	1.0687	1	0.9865	1	2.7647	1	2	1.9091	2	1.3742	1	0	2	0	2	0.9213
-1.6738	-1.2960	0.7042	-1.0344	2	-0.6462	0	2	0	3.8994	0	0.1484	5.7604	0.1988	-1.3555	1.7220	0	1	2	0.2978	-3.1218	0.9797	-0.2778	2	2	2	-1.3503	2	1.5676	0	0	-1.7725	1.3393	1	0.4583	0	-2.5324	0	1.9953	0	1	2.3722	2	3.3854	0	1	1	1	1	-0.0510
0.8338	0.5696	-0.5649	1.0837	0	0.9235	1	2	0	0.3991	1	0.9044	0.5839	-1.1679	-1.7679	-0.0396	0	0	0	-1.2013	-1.2999	2.9012	0.2966	2	2	0	-0.1918	0	1.5285	2	0	-1.2583	0.6992	1	1.8668	1	-2.7985	2	-1.1168	0	0	4.8181	1	1.1385	0	2	1	1	2	1.1915
-1.6968	0.9111	1.5432	-3.5301	2	-2.2549	2	1	1	-1.7213	0	-2.0386	-8.1666	0.1823	-0.7384	-0.6402	0	1	2	-2.2043	-3.0479	0.8134	-2.1970	0	1	1	-1.0864	1	-0.3266	0	0	2.0348	0.1841	2	0.7368	0	2.6470	2	-0.5094	2	0	3.2279	0	-0.1185	1	0	0	2	0	2.7516
1.8090	1.6361	1.3731	-0.4008	1	-2.4352	1	2	0	1.6390	1	2.8349	-0.8000	-4.8518	-0.4172	-0.5874	2	0	1	1.5771	-2.7663	2.1397	-0.3725	0	0	2	0.2267	1	1.1305	2	2	-1.0767	-1.6845	0	-0.1782	0	-0.2791	1	2.0378	2	2	0.5949	0	2.8325	1	2	2	1	1	0.5590
-1.3038	0.7048	-0.7890	0.8308	2	0.8505	1	2	0	-0.8325	2	-0.1952	-0.2476	0.7936	0.9552	-1.0137	1	2	1	-0.0870	-2.5861	2.8883	-2.4392	2	1	0	0.8019	1	-0.3504	0	2	-0.0171	0.4765	0	-0.8461	1	-0.3651	2	-6.2802	2	1	0.0328	2	-1.5062	0	2	2	1	0	3.4456
0.6216	0.3714	2.2783	2.2306	0	1.8622	0	0	2	0.2989	1	-1.2830	4.4468	3.6647	1.2924	0.7976	1	0	2	1.7557	-4.1239	3.5831	-1.3534	1	1	1	3.1396	1	-0.7875	0	2	-0.3305	1.5974	2	-0.9583	0	-0.2343	2	1.2853	2	1	-0.3923	2	3.1863	0	0	0	2	0	1.5349
1.5651	1.5775	-0.7491	-1.6620	1	-1.2744	2	0	2	2.4312	1	0.6889	-2.8769	1.0716	-0.2551	0.6325	2	1	1	0.4858	0.4245	-0.4044	-0.2556	2	1	2	-0.8175	2	0.4429	2	0	-1.4052	-0.1316	0	0.5873	1	-0.7622	0	1.5112	0	0	1.5653	0	-2.5411	1	1	0	0	1	-2.0808
0.0214	0.5224	-2.0893	-0.2299	0	2.5733	2	2	2	2.8540	1	0.4959	5.6814	-2.3100	1.6165	-1.7926	1	1	2	2.0903	2.4235	-1.1475	-1.2900	0	1	0	-0.8481	0	-0.8222	1	0	0.4303	2.6111	0	1.2794	1	2.7898	2	-3.0905	2	2	-2.2567	2	-2.9349	0	2	0	1	2	0.1032
1.7398	1.0874	-0.3875	-0.8776	0	2.2115	0	2	2	0.3555	2	0.5879	-2.1762	-4.6952	0.8608	-1.4768	1	2	0	-0.7786	1.3240	-2.0024	1.6381	2	0	2	1.2504	0	4.3133	0	1	-0.3124	-2.1710	1	0.0540	0	0.8576	2	-5.3822	2	2	1.2891	0	-0.2128	1	0	2	0	2	-0.0546
-0.5895	-0.2193	-1.7273	-3.5011	2	-2.0542	1	0	2	0.0199	0	1.8108	0.0684	-1.7652	-2.7457	-0.7595	0	0	2	0.0328	-5.2434	5.8019	-0.0432	0	2	1	0.2602	0	-3.3356	2	1	0.9654	1.2314	2	1.7923	0	1.9877	1	3.1540	0	0	0.8649	1	2.8143	0	0	0	2	1	-0.6176
1.5079	1.2126	1.2247	0.8255	2	2.1067	1	1	0	-1.3922	1	1.7426	1.4259	0.9383	-0.7285	-1.3673	0	2	0	-0.6823	-5.0954	6.4622	-1.1272	2	1	1	0.9026	0	-0.5484	1	1	-0.2220	0.4335	1	1.1068	0	-0.6922	2	1.9640	1	0	0.8265	2	5.4476	0	0	1	0	0	0.1862
-0.6154	0.8216	2.0000	2.2823	2	-0.6063	1	1	1	1.2348	2	-0.5444	-0.5671	-2.3559	-1.4304	-1.1226	1	0	1	-0.2833	-2.3406	0.2583	0.2577	2	1	2	0.7563	0	-0.6614	2	0	1.1767	2.0058	1	1.1099	1	1.5784	2	1.8480	0	1	-1.9544	0	-2.0203	2	1	1	2	0	-2.4590
-0.8074	-0.1008	-0.6255	-1.1349	2	1.3904	1	1	1	-1.3197	2	-0.7078	-3.9165	0.2030	-1.0614	0.2820	0	2	2	1.0550	-2.0118	2.9204	0.4476	1	0	1	0.1550	2	1.7902	1	0	0.3487	-0.7403	1	0.0228	1	1.3939	2	0.8348	1	0	3.3483	0	3.2095	2	0	1	0	2	-0.1955
